param_C,param_coef0,param_degree,param_gamma,param_kernel,param_tol,mean_test_score,std_test_score,rank_test_score
1.0,0.5,3,auto,rbf,0.0001,0.11117357554356536,0.16280103199630597,1425.0
1.0,0.5,3,auto,rbf,0.001,0.11115193746676837,0.16284291207858043,1431.0
1.0,0.5,3,auto,rbf,0.01,0.1110164238467953,0.16308148473206072,1435.8
1.0,0.5,3,auto,rbf,0.1,0.10935478998054371,0.16217502977833217,1437.6
1.0,0.5,3,auto,sigmoid,1e-05,0.051710247809665454,0.1396567376648059,1585.4
1.0,0.5,3,auto,sigmoid,0.0001,0.051710244628506395,0.13965738086558432,1585.8
1.0,0.5,3,auto,sigmoid,0.001,0.05170894015137591,0.1396938353435349,1586.2
1.0,0.5,3,auto,sigmoid,0.01,0.0516506774296283,0.1397179004812355,1589.4
1.0,0.5,3,auto,sigmoid,0.1,0.04536951239855374,0.13720063637891222,1631.4
1.0,0.5,3,scale,linear,1e-05,0.3946696829928227,0.3624013741808325,519.8
1.0,0.5,3,scale,linear,0.0001,0.39467001147432085,0.362400115308493,517.4
1.0,0.5,3,scale,linear,0.001,0.39465918229172015,0.36237897106881245,524.6
1.0,0.5,3,scale,linear,0.01,0.3944027389068109,0.3626118026434284,647.2
1.0,0.5,3,scale,linear,0.1,0.39557523742508005,0.36331467827589875,430.4
1.0,0.5,3,scale,poly,1e-05,0.3886567949742356,0.35126514918694146,623.6
1.0,0.5,3,scale,poly,0.0001,0.3886591838518151,0.3512603741332908,625.4
1.0,0.5,3,scale,poly,0.001,0.38864673712835335,0.3512410496866747,627.4
1.0,0.5,3,scale,poly,0.01,0.38823396267932975,0.35166011007625525,653.8
1.0,0.5,3,scale,poly,0.1,0.3817740980656458,0.35422242873824483,691.0
1.0,0.5,3,scale,rbf,1e-05,0.2765457480439655,0.24839833138250417,1206.2
1.0,0.5,3,scale,rbf,0.0001,0.2765482582518029,0.2483936376561946,1202.6
1.0,0.5,3,scale,rbf,0.001,0.27659085956732593,0.24836007743929533,1199.0
1.0,0.5,3,scale,rbf,0.01,0.2763822777793137,0.24869944099932417,1206.2
1.0,0.5,3,scale,rbf,0.1,0.2701025861339782,0.25428151835906243,1218.2
1.0,0.5,3,scale,sigmoid,1e-05,0.05999679695101175,0.13361233884735763,1562.2
1.0,0.5,3,scale,sigmoid,0.0001,0.06000596182668172,0.13361635480232673,1561.0
1.0,0.5,3,scale,sigmoid,0.001,0.0601251111158805,0.13363081176043842,1558.6
1.0,0.5,3,scale,sigmoid,0.01,0.06057736757629843,0.13392558993666495,1557.0
1.0,0.5,3,scale,sigmoid,0.1,0.06254859102636802,0.13464113797355148,1554.8
1.0,0.5,8,auto,linear,1e-05,0.3946696829928227,0.3624013741808325,519.8
1.0,0.5,8,auto,linear,0.0001,0.39467001147432085,0.362400115308493,517.4
1.0,0.5,8,auto,linear,0.001,0.39465918229172015,0.36237897106881245,524.6
1.0,0.5,8,auto,linear,0.01,0.3944027389068109,0.3626118026434284,647.2
1.0,0.5,8,auto,linear,0.1,0.39557523742508005,0.36331467827589875,430.4
1.0,0.5,8,auto,poly,1e-05,0.048920912396125796,0.10846917941918877,1598.6
1.0,0.5,8,auto,poly,0.0001,0.048919396055227396,0.10847050276404813,1598.2
1.0,0.5,8,auto,poly,0.001,0.04892076708681222,0.10847364276923976,1597.8
1.0,0.5,8,auto,poly,0.01,0.04851022342374674,0.10764654034668109,1601.4
1.0,0.5,8,auto,poly,0.1,0.04610836227623992,0.1054075311366042,1600.0
1.0,0.5,8,auto,rbf,1e-05,0.11117177570043671,0.16280054296819016,1426.2
1.0,0.5,8,auto,rbf,0.0001,0.11117357554356536,0.16280103199630597,1425.0
1.0,0.5,8,auto,rbf,0.001,0.11115193746676837,0.16284291207858043,1431.0
1.0,0.5,8,auto,rbf,0.01,0.1110164238467953,0.16308148473206072,1435.8
1.0,0.5,8,auto,rbf,0.1,0.10935478998054371,0.16217502977833217,1437.6
1.0,0.5,8,auto,sigmoid,1e-05,0.051710247809665454,0.1396567376648059,1585.4
1.0,0.5,8,auto,sigmoid,0.0001,0.051710244628506395,0.13965738086558432,1585.8
1.0,0.5,8,auto,sigmoid,0.001,0.05170894015137591,0.1396938353435349,1586.2
1.0,0.5,8,auto,sigmoid,0.01,0.0516506774296283,0.1397179004812355,1589.4
1.0,0.5,8,auto,sigmoid,0.1,0.04536951239855374,0.13720063637891222,1631.4
1.0,0.5,8,scale,linear,1e-05,0.3946696829928227,0.3624013741808325,519.8
1.0,0.5,8,scale,linear,0.0001,0.39467001147432085,0.362400115308493,517.4
1.0,0.5,8,scale,linear,0.001,0.39465918229172015,0.36237897106881245,524.6
1.0,0.5,8,scale,linear,0.01,0.3944027389068109,0.3626118026434284,647.2
1.0,0.5,8,scale,linear,0.1,0.39557523742508005,0.36331467827589875,430.4
1.0,0.5,8,scale,poly,1e-05,0.3279300313620487,0.33137806007845183,1052.0
1.0,0.5,8,scale,poly,0.0001,0.32792764728535595,0.33137871022011567,1053.6
1.0,0.5,8,scale,poly,0.001,0.3279310082287313,0.33137018629763526,1055.4
1.0,0.5,8,scale,poly,0.01,0.3279211722482973,0.3311793667992119,1044.4
1.0,0.5,8,scale,poly,0.1,0.3274871129398309,0.33008572958351906,1041.2
1.0,0.5,8,scale,rbf,1e-05,0.2765457480439655,0.24839833138250417,1206.2
1.0,0.5,8,scale,rbf,0.0001,0.2765482582518029,0.2483936376561946,1202.6
1.0,0.5,8,scale,rbf,0.001,0.27659085956732593,0.24836007743929533,1199.0
1.0,0.5,8,scale,rbf,0.01,0.2763822777793137,0.24869944099932417,1206.2
1.0,0.5,8,scale,rbf,0.1,0.2701025861339782,0.25428151835906243,1218.2
1.0,0.5,8,scale,sigmoid,1e-05,0.05999679695101175,0.13361233884735763,1562.2
1.0,0.5,8,scale,sigmoid,0.0001,0.06000596182668172,0.13361635480232673,1561.0
1.0,0.5,8,scale,sigmoid,0.001,0.0601251111158805,0.13363081176043842,1558.6
1.0,0.5,8,scale,sigmoid,0.01,0.06057736757629843,0.13392558993666495,1557.0
1.0,0.5,8,scale,sigmoid,0.1,0.06254859102636802,0.13464113797355148,1554.8
1.0,10.0,3,auto,linear,1e-05,0.3946696829928227,0.3624013741808325,519.8
1.0,10.0,3,auto,linear,0.0001,0.39467001147432085,0.362400115308493,517.4
1.0,10.0,3,auto,linear,0.001,0.39465918229172015,0.36237897106881245,524.6
1.0,10.0,3,auto,linear,0.01,0.3944027389068109,0.3626118026434284,647.2
1.0,10.0,3,auto,linear,0.1,0.39557523742508005,0.36331467827589875,430.4
1.0,10.0,3,auto,poly,1e-05,0.39422024392261396,0.3622879802015693,574.8
1.0,10.0,3,auto,poly,0.0001,0.39421795924770986,0.3622903019994351,578.4
1.0,10.0,3,auto,poly,0.001,0.39421369713453025,0.36231372198300926,591.0
1.0,10.0,3,auto,poly,0.01,0.39428014261538485,0.36198787271998084,599.2
1.0,10.0,3,auto,poly,0.1,0.392598272308318,0.36398999201772153,509.0
1.0,10.0,3,auto,rbf,1e-05,0.11117177570043671,0.16280054296819016,1426.2
1.0,10.0,3,auto,rbf,0.0001,0.11117357554356536,0.16280103199630597,1425.0
1.0,10.0,3,auto,rbf,0.001,0.11115193746676837,0.16284291207858043,1431.0
1.0,10.0,3,auto,rbf,0.01,0.1110164238467953,0.16308148473206072,1435.8
1.0,10.0,3,auto,rbf,0.1,0.10935478998054371,0.16217502977833217,1437.6
1.0,10.0,3,auto,sigmoid,1e-05,-0.0562692257691893,0.06364567742751316,2393.2
1.0,10.0,3,auto,sigmoid,0.0001,-0.0562692257691893,0.06364567742751316,2393.2
1.0,10.0,3,auto,sigmoid,0.001,-0.056269225768931196,0.06364567742747577,2393.6
1.0,10.0,3,auto,sigmoid,0.01,-0.05627442447881058,0.06364695472341446,2398.0
1.0,10.0,3,auto,sigmoid,0.1,-0.05149646438934354,0.058165345253339315,2120.6
1.0,10.0,3,scale,linear,1e-05,0.3946696829928227,0.3624013741808325,519.8
1.0,10.0,3,scale,linear,0.0001,0.39467001147432085,0.362400115308493,517.4
1.0,10.0,3,scale,linear,0.001,0.39465918229172015,0.36237897106881245,524.6
1.0,10.0,3,scale,linear,0.01,0.3944027389068109,0.3626118026434284,647.2
1.0,10.0,3,scale,linear,0.1,0.39557523742508005,0.36331467827589875,430.4
1.0,10.0,3,scale,poly,1e-05,0.3914468540429158,0.3616631734475305,635.6
1.0,10.0,3,scale,poly,0.0001,0.39144352919393155,0.3616707698039242,637.4
1.0,10.0,3,scale,poly,0.001,0.39140830449039404,0.3617213836834679,639.4
1.0,10.0,3,scale,poly,0.01,0.3910560950760952,0.36220429369481594,642.8
1.0,10.0,3,scale,poly,0.1,0.3877530683454764,0.3671791172839038,761.0
1.0,10.0,3,scale,rbf,1e-05,0.2765457480439655,0.24839833138250417,1206.2
1.0,10.0,3,scale,rbf,0.0001,0.2765482582518029,0.2483936376561946,1202.6
1.0,10.0,3,scale,rbf,0.001,0.27659085956732593,0.24836007743929533,1199.0
1.0,10.0,3,scale,rbf,0.01,0.2763822777793137,0.24869944099932417,1206.2
1.0,10.0,3,scale,rbf,0.1,0.2701025861339782,0.25428151835906243,1218.2
1.0,10.0,3,scale,sigmoid,1e-05,-0.05626922574803288,0.0636456787965971,2419.6
1.0,10.0,3,scale,sigmoid,0.0001,-0.05626922574803288,0.0636456787965971,2419.6
1.0,10.0,3,scale,sigmoid,0.001,-0.056269225747327345,0.0636456787965051,2420.0
1.0,10.0,3,scale,sigmoid,0.01,-0.05627442450544218,0.06364695614241513,2418.8
1.0,10.0,3,scale,sigmoid,0.1,-0.051496464119343964,0.05816534614308916,2124.6
1.0,10.0,8,auto,linear,1e-05,0.3946696829928227,0.3624013741808325,519.8
1.0,10.0,8,auto,linear,0.0001,0.39467001147432085,0.362400115308493,517.4
1.0,10.0,8,auto,linear,0.001,0.39465918229172015,0.36237897106881245,524.6
1.0,10.0,8,auto,linear,0.01,0.3944027389068109,0.3626118026434284,647.2
1.0,10.0,8,auto,linear,0.1,0.39557523742508005,0.36331467827589875,430.4
1.0,10.0,8,auto,poly,1e-05,0.3930928512067721,0.3620398165237655,563.8
1.0,10.0,8,auto,poly,0.0001,0.3930945643133662,0.3620370288601557,560.8
1.0,10.0,8,auto,poly,0.001,0.3930189670400649,0.3621154316923148,586.2
1.0,10.0,8,auto,poly,0.01,0.3930516273344281,0.36207714173523753,514.2
1.0,10.0,8,auto,poly,0.1,0.3916134144010348,0.35958397813073983,598.4
1.0,10.0,8,auto,rbf,1e-05,0.11117177570043671,0.16280054296819016,1426.2
1.0,10.0,8,auto,rbf,0.0001,0.11117357554356536,0.16280103199630597,1425.0
1.0,10.0,8,auto,rbf,0.001,0.11115193746676837,0.16284291207858043,1431.0
1.0,10.0,8,auto,rbf,0.01,0.1110164238467953,0.16308148473206072,1435.8
1.0,10.0,8,auto,rbf,0.1,0.10935478998054371,0.16217502977833217,1437.6
1.0,10.0,8,auto,sigmoid,1e-05,-0.0562692257691893,0.06364567742751316,2393.2
1.0,10.0,8,auto,sigmoid,0.0001,-0.0562692257691893,0.06364567742751316,2393.2
1.0,10.0,8,auto,sigmoid,0.001,-0.056269225768931196,0.06364567742747577,2393.6
1.0,10.0,8,auto,sigmoid,0.01,-0.05627442447881058,0.06364695472341446,2398.0
1.0,10.0,8,auto,sigmoid,0.1,-0.05149646438934354,0.058165345253339315,2120.6
1.0,10.0,8,scale,linear,1e-05,0.3946696829928227,0.3624013741808325,519.8
1.0,10.0,8,scale,linear,0.0001,0.39467001147432085,0.362400115308493,517.4
1.0,10.0,8,scale,linear,0.001,0.39465918229172015,0.36237897106881245,524.6
1.0,10.0,8,scale,linear,0.01,0.3944027389068109,0.3626118026434284,647.2
1.0,10.0,8,scale,linear,0.1,0.39557523742508005,0.36331467827589875,430.4
1.0,10.0,8,scale,poly,1e-05,0.38350211486323227,0.3617853043987821,797.8
1.0,10.0,8,scale,poly,0.0001,0.38349757975337495,0.36178809124699585,805.8
1.0,10.0,8,scale,poly,0.001,0.383506659238745,0.3617817852902629,799.4
1.0,10.0,8,scale,poly,0.01,0.3834538468105384,0.36206533141675545,786.6
1.0,10.0,8,scale,poly,0.1,0.3791652332549143,0.36712766477947756,853.4
1.0,10.0,8,scale,rbf,1e-05,0.2765457480439655,0.24839833138250417,1206.2
1.0,10.0,8,scale,rbf,0.0001,0.2765482582518029,0.2483936376561946,1202.6
1.0,10.0,8,scale,rbf,0.001,0.27659085956732593,0.24836007743929533,1199.0
1.0,10.0,8,scale,rbf,0.01,0.2763822777793137,0.24869944099932417,1206.2
1.0,10.0,8,scale,rbf,0.1,0.2701025861339782,0.25428151835906243,1218.2
1.0,10.0,8,scale,sigmoid,1e-05,-0.05626922574803288,0.0636456787965971,2419.6
1.0,10.0,8,scale,sigmoid,0.0001,-0.05626922574803288,0.0636456787965971,2419.6
1.0,10.0,8,scale,sigmoid,0.001,-0.056269225747327345,0.0636456787965051,2420.0
1.0,10.0,8,scale,sigmoid,0.01,-0.05627442450544218,0.06364695614241513,2418.8
1.0,10.0,8,scale,sigmoid,0.1,-0.051496464119343964,0.05816534614308916,2124.6
5.0,0.01,3,auto,linear,1e-05,0.3946696433252732,0.3624013736438557,522.2
5.0,0.01,3,auto,linear,0.0001,0.39467355076545796,0.3623956157240954,474.2
5.0,0.01,3,auto,linear,0.001,0.3946392248394004,0.36240982998251703,552.4
5.0,0.01,3,auto,linear,0.01,0.3945782538263062,0.3623157341057445,604.0
5.0,0.01,3,auto,linear,0.1,0.39529026075286666,0.36352487560894825,456.2
5.0,0.01,3,auto,poly,1e-05,0.04618316410442336,0.10569920379733802,1613.0
5.0,0.01,3,auto,poly,0.0001,0.04618699941675668,0.10569282766889779,1612.4
5.0,0.01,3,auto,poly,0.001,0.046159127395037705,0.10565730056751124,1613.6
5.0,0.01,3,auto,poly,0.01,0.0458693439353729,0.10529949668350705,1613.8
5.0,0.01,3,auto,poly,0.1,0.04186762043973028,0.100033611523545,1621.2
5.0,0.01,3,auto,rbf,1e-05,0.3227377187238442,0.27780672668161976,954.4
5.0,0.01,3,auto,rbf,0.0001,0.32273751363302294,0.2778076768275257,953.2
5.0,0.01,3,auto,rbf,0.001,0.32269222342442366,0.27785703466466377,954.4
5.0,0.01,3,auto,rbf,0.01,0.32259448797301904,0.2780872363031416,955.0
5.0,0.01,3,auto,rbf,0.1,0.3195012307310374,0.281989516623039,960.4
5.0,0.01,3,auto,sigmoid,1e-05,0.21841264435167704,0.2012551759624251,1254.6
5.0,0.01,3,auto,sigmoid,0.0001,0.21841398798294925,0.20125533614795632,1255.0
5.0,0.01,3,auto,sigmoid,0.001,0.21837975715801047,0.2012942399415713,1256.6
5.0,0.01,3,auto,sigmoid,0.01,0.2182747237853048,0.20096835928531065,1257.8
5.0,0.01,3,auto,sigmoid,0.1,0.21372558134859845,0.20077011644767379,1264.6
5.0,0.01,3,scale,linear,1e-05,0.3946696433252732,0.3624013736438557,522.2
5.0,0.01,3,scale,linear,0.0001,0.39467355076545796,0.3623956157240954,474.2
5.0,0.01,3,scale,linear,0.001,0.3946392248394004,0.36240982998251703,552.4
5.0,0.01,3,scale,linear,0.01,0.3945782538263062,0.3623157341057445,604.0
5.0,0.01,3,scale,linear,0.1,0.39529026075286666,0.36352487560894825,456.2
5.0,0.01,3,scale,poly,1e-05,0.37643438638560883,0.34211258566313996,812.8
5.0,0.01,3,scale,poly,0.0001,0.37643203304767237,0.34211117796214635,817.4
5.0,0.01,3,scale,poly,0.001,0.3764507886827868,0.34207043519562536,811.4
5.0,0.01,3,scale,poly,0.01,0.37644036329455477,0.34203738090307817,812.0
5.0,0.01,3,scale,poly,0.1,0.36982891591597705,0.3474949449555069,896.6
5.0,0.01,3,scale,rbf,1e-05,0.3704964160344649,0.3395760230393567,769.8
5.0,0.01,3,scale,rbf,0.0001,0.37049333527841705,0.33957798980985976,771.0
5.0,0.01,3,scale,rbf,0.001,0.3704712722550701,0.3395724322042235,772.0
5.0,0.01,3,scale,rbf,0.01,0.3705211535488949,0.33952663357412377,787.8
5.0,0.01,3,scale,rbf,0.1,0.36545643273059936,0.3414526835874319,826.2
5.0,0.01,3,scale,sigmoid,1e-05,-0.38249824338211724,1.4313280846826157,2313.0
5.0,0.01,3,scale,sigmoid,0.0001,-0.38245708552161223,1.431321594196425,2311.0
5.0,0.01,3,scale,sigmoid,0.001,-0.38203506827442757,1.43114385927449,2309.0
5.0,0.01,3,scale,sigmoid,0.01,-0.37277335861934047,1.4361685083105973,2307.0
5.0,0.01,3,scale,sigmoid,0.1,-0.3133015184433612,1.3780928848490717,2125.8
5.0,0.01,8,auto,linear,1e-05,0.3946696433252732,0.3624013736438557,522.2
5.0,0.01,8,auto,linear,0.0001,0.39467355076545796,0.3623956157240954,474.2
5.0,0.01,8,auto,linear,0.001,0.3946392248394004,0.36240982998251703,552.4
5.0,0.01,8,auto,linear,0.01,0.3945782538263062,0.3623157341057445,604.0
5.0,0.01,8,auto,linear,0.1,0.39529026075286666,0.36352487560894825,456.2
5.0,0.01,8,auto,poly,1e-05,-0.05603681419023058,0.06360075506129252,2211.0
5.0,0.01,8,auto,poly,0.0001,-0.05603681419023058,0.06360075506129252,2211.0
5.0,0.01,8,auto,poly,0.001,-0.05603681419023058,0.06360075506129252,2211.0
5.0,0.01,8,auto,poly,0.01,-0.05603650918807512,0.06360028796709923,2210.8
5.0,0.01,8,auto,poly,0.1,-0.0619342357902398,0.06891624294992851,2422.2
5.0,0.01,8,auto,rbf,1e-05,0.3227377187238442,0.27780672668161976,954.4
5.0,0.01,8,auto,rbf,0.0001,0.32273751363302294,0.2778076768275257,953.2
5.0,0.01,8,auto,rbf,0.001,0.32269222342442366,0.27785703466466377,954.4
5.0,0.01,8,auto,rbf,0.01,0.32259448797301904,0.2780872363031416,955.0
5.0,0.01,8,auto,rbf,0.1,0.3195012307310374,0.281989516623039,960.4
5.0,0.01,8,auto,sigmoid,1e-05,0.21841264435167704,0.2012551759624251,1254.6
5.0,0.01,8,auto,sigmoid,0.0001,0.21841398798294925,0.20125533614795632,1255.0
5.0,0.01,8,auto,sigmoid,0.001,0.21837975715801047,0.2012942399415713,1256.6
5.0,0.01,8,auto,sigmoid,0.01,0.2182747237853048,0.20096835928531065,1257.8
5.0,0.01,8,auto,sigmoid,0.1,0.21372558134859845,0.20077011644767379,1264.6
5.0,0.01,8,scale,linear,1e-05,0.3946696433252732,0.3624013736438557,522.2
5.0,0.01,8,scale,linear,0.0001,0.39467355076545796,0.3623956157240954,474.2
5.0,0.01,8,scale,linear,0.001,0.3946392248394004,0.36240982998251703,552.4
5.0,0.01,8,scale,linear,0.01,0.3945782538263062,0.3623157341057445,604.0
5.0,0.01,8,scale,linear,0.1,0.39529026075286666,0.36352487560894825,456.2
5.0,0.01,8,scale,poly,1e-05,0.2857944034560055,0.31586704497281526,1188.4
5.0,0.01,8,scale,poly,0.0001,0.2857976970229522,0.3158659924608041,1187.8
5.0,0.01,8,scale,poly,0.001,0.2858278728474907,0.3158390411850619,1186.6
5.0,0.01,8,scale,poly,0.01,0.2860342603095677,0.31550431451756994,1186.6
5.0,0.01,8,scale,poly,0.1,0.2865319973936125,0.3146036135270608,1191.4
5.0,0.01,8,scale,rbf,1e-05,0.3704964160344649,0.3395760230393567,769.8
5.0,0.01,8,scale,rbf,0.0001,0.37049333527841705,0.33957798980985976,771.0
5.0,0.01,8,scale,rbf,0.001,0.3704712722550701,0.3395724322042235,772.0
5.0,0.01,8,scale,rbf,0.01,0.3705211535488949,0.33952663357412377,787.8
5.0,0.01,8,scale,rbf,0.1,0.36545643273059936,0.3414526835874319,826.2
5.0,0.01,8,scale,sigmoid,1e-05,-0.38249824338211724,1.4313280846826157,2313.0
5.0,0.01,8,scale,sigmoid,0.0001,-0.38245708552161223,1.431321594196425,2311.0
5.0,0.01,8,scale,sigmoid,0.001,-0.38203506827442757,1.43114385927449,2309.0
5.0,0.01,8,scale,sigmoid,0.01,-0.37277335861934047,1.4361685083105973,2307.0
5.0,0.01,8,scale,sigmoid,0.1,-0.3133015184433612,1.3780928848490717,2125.8
5.0,0.5,3,auto,linear,1e-05,0.3946696433252732,0.3624013736438557,522.2
5.0,0.5,3,auto,linear,0.0001,0.39467355076545796,0.3623956157240954,474.2
5.0,0.5,3,auto,linear,0.001,0.3946392248394004,0.36240982998251703,552.4
5.0,0.5,3,auto,linear,0.01,0.3945782538263062,0.3623157341057445,604.0
5.0,0.5,3,auto,linear,0.1,0.39529026075286666,0.36352487560894825,456.2
5.0,0.5,3,auto,poly,1e-05,0.22519121197522723,0.21069960507269986,1248.8
5.0,0.5,3,auto,poly,0.0001,0.2251912710859863,0.21070227258433039,1248.6
5.0,0.5,3,auto,poly,0.001,0.2252110961509754,0.21071143702075873,1248.4
5.0,0.5,3,auto,poly,0.01,0.2250201716659294,0.2108637209797073,1248.0
5.0,0.5,3,auto,poly,0.1,0.21962520756458775,0.21586747110028429,1253.6
5.0,0.5,3,auto,rbf,1e-05,0.3227377187238442,0.27780672668161976,954.4
5.0,0.5,3,auto,rbf,0.0001,0.32273751363302294,0.2778076768275257,953.2
5.0,0.5,3,auto,rbf,0.001,0.32269222342442366,0.27785703466466377,954.4
5.0,0.5,3,auto,rbf,0.01,0.32259448797301904,0.2780872363031416,955.0
5.0,0.5,3,auto,rbf,0.1,0.3195012307310374,0.281989516623039,960.4
5.0,0.5,3,auto,sigmoid,1e-05,0.17686660793496417,0.17338416058866124,1343.6
5.0,0.5,3,auto,sigmoid,0.0001,0.17686877524883393,0.17338655062101957,1343.6
5.0,0.5,3,auto,sigmoid,0.001,0.17689170607206312,0.17338918956886135,1342.4
5.0,0.5,3,auto,sigmoid,0.01,0.1766347341319474,0.17369498930224453,1348.0
5.0,0.5,3,auto,sigmoid,0.1,0.17109867639828433,0.172238795577938,1365.6
5.0,0.5,3,scale,linear,1e-05,0.3946696433252732,0.3624013736438557,522.2
5.0,0.5,3,scale,linear,0.0001,0.39467355076545796,0.3623956157240954,474.2
5.0,0.5,3,scale,linear,0.001,0.3946392248394004,0.36240982998251703,552.4
5.0,0.5,3,scale,linear,0.01,0.3945782538263062,0.3623157341057445,604.0
5.0,0.5,3,scale,linear,0.1,0.39529026075286666,0.36352487560894825,456.2
5.0,0.5,3,scale,poly,1e-05,0.3816488151921681,0.3508776010088817,702.2
5.0,0.5,3,scale,poly,0.0001,0.38165132650233813,0.35087346731307223,701.2
5.0,0.5,3,scale,poly,0.001,0.3816465747411156,0.3508492899603491,706.2
5.0,0.5,3,scale,poly,0.01,0.3812747400143181,0.35125505241172533,710.2
5.0,0.5,3,scale,poly,0.1,0.3750970066605602,0.35394005948461355,843.4
5.0,0.5,3,scale,rbf,1e-05,0.3704964160344649,0.3395760230393567,769.8
5.0,0.5,3,scale,rbf,0.0001,0.37049333527841705,0.33957798980985976,771.0
5.0,0.5,3,scale,rbf,0.001,0.3704712722550701,0.3395724322042235,772.0
5.0,0.5,3,scale,rbf,0.01,0.3705211535488949,0.33952663357412377,787.8
5.0,0.5,3,scale,rbf,0.1,0.36545643273059936,0.3414526835874319,826.2
5.0,0.5,3,scale,sigmoid,1e-05,-1.3279149691542789,2.180763791245734,2558.2
5.0,0.5,3,scale,sigmoid,0.0001,-1.3278564036284213,2.1806981435032347,2557.0
5.0,0.5,3,scale,sigmoid,0.001,-1.3273168461032059,2.1798686239256515,2554.6
5.0,0.5,3,scale,sigmoid,0.01,-1.3186253964343007,2.168227134424234,2554.2
5.0,0.5,3,scale,sigmoid,0.1,-1.2035269723281317,2.0994911758512,2551.0
5.0,0.5,8,auto,linear,1e-05,0.3946696433252732,0.3624013736438557,522.2
5.0,0.5,8,auto,linear,0.0001,0.39467355076545796,0.3623956157240954,474.2
5.0,0.5,8,auto,linear,0.001,0.3946392248394004,0.36240982998251703,552.4
5.0,0.5,8,auto,linear,0.01,0.3945782538263062,0.3623157341057445,604.0
5.0,0.5,8,auto,linear,0.1,0.39529026075286666,0.36352487560894825,456.2
5.0,0.5,8,auto,poly,1e-05,0.09481979111696107,0.15370507485286336,1464.8
5.0,0.5,8,auto,poly,0.0001,0.09481899865322096,0.15369939118312081,1465.0
5.0,0.5,8,auto,poly,0.001,0.09480709052493705,0.15368904083834306,1465.2
5.0,0.5,8,auto,poly,0.01,0.09516991536647132,0.153464443886196,1462.0
5.0,0.5,8,auto,poly,0.1,0.08734148245055728,0.1618650523137029,1481.0
5.0,0.5,8,auto,rbf,1e-05,0.3227377187238442,0.27780672668161976,954.4
5.0,0.5,8,auto,rbf,0.0001,0.32273751363302294,0.2778076768275257,953.2
5.0,0.5,8,auto,rbf,0.001,0.32269222342442366,0.27785703466466377,954.4
5.0,0.5,8,auto,rbf,0.01,0.32259448797301904,0.2780872363031416,955.0
5.0,0.5,8,auto,rbf,0.1,0.3195012307310374,0.281989516623039,960.4
5.0,0.5,8,auto,sigmoid,1e-05,0.17686660793496417,0.17338416058866124,1343.6
5.0,0.5,8,auto,sigmoid,0.0001,0.17686877524883393,0.17338655062101957,1343.6
5.0,0.5,8,auto,sigmoid,0.001,0.17689170607206312,0.17338918956886135,1342.4
5.0,0.5,8,auto,sigmoid,0.01,0.1766347341319474,0.17369498930224453,1348.0
5.0,0.5,8,auto,sigmoid,0.1,0.17109867639828433,0.172238795577938,1365.6
5.0,0.5,8,scale,linear,1e-05,0.3946696433252732,0.3624013736438557,522.2
5.0,0.5,8,scale,linear,0.0001,0.39467355076545796,0.3623956157240954,474.2
5.0,0.5,8,scale,linear,0.001,0.3946392248394004,0.36240982998251703,552.4
5.0,0.5,8,scale,linear,0.01,0.3945782538263062,0.3623157341057445,604.0
5.0,0.5,8,scale,linear,0.1,0.39529026075286666,0.36352487560894825,456.2
5.0,0.5,8,scale,poly,1e-05,0.3279300317962203,0.3313780615422625,1051.6
5.0,0.5,8,scale,poly,0.0001,0.32792764728536117,0.33137871022011817,1053.6
5.0,0.5,8,scale,poly,0.001,0.3279310082287502,0.33137018629763243,1055.2
5.0,0.5,8,scale,poly,0.01,0.32792117224829076,0.33117936679920595,1044.0
5.0,0.5,8,scale,poly,0.1,0.32748711293982213,0.3300857295835283,1040.8
5.0,0.5,8,scale,rbf,1e-05,0.3704964160344649,0.3395760230393567,769.8
5.0,0.5,8,scale,rbf,0.0001,0.37049333527841705,0.33957798980985976,771.0
5.0,0.5,8,scale,rbf,0.001,0.3704712722550701,0.3395724322042235,772.0
5.0,0.5,8,scale,rbf,0.01,0.3705211535488949,0.33952663357412377,787.8
5.0,0.5,8,scale,rbf,0.1,0.36545643273059936,0.3414526835874319,826.2
5.0,0.5,8,scale,sigmoid,1e-05,-1.3279149691542789,2.180763791245734,2558.2
5.0,0.5,8,scale,sigmoid,0.0001,-1.3278564036284213,2.1806981435032347,2557.0
5.0,0.5,8,scale,sigmoid,0.001,-1.3273168461032059,2.1798686239256515,2554.6
5.0,0.5,8,scale,sigmoid,0.01,-1.3186253964343007,2.168227134424234,2554.2
5.0,0.5,8,scale,sigmoid,0.1,-1.2035269723281317,2.0994911758512,2551.0
5.0,10.0,3,auto,linear,1e-05,0.3946696433252732,0.3624013736438557,522.2
5.0,10.0,3,auto,linear,0.0001,0.39467355076545796,0.3623956157240954,474.2
5.0,10.0,3,auto,linear,0.001,0.3946392248394004,0.36240982998251703,552.4
5.0,10.0,3,auto,linear,0.01,0.3945782538263062,0.3623157341057445,604.0
5.0,10.0,3,auto,linear,0.1,0.39529026075286666,0.36352487560894825,456.2
5.0,10.0,3,auto,poly,1e-05,0.3942202439226064,0.3622879802017375,574.4
5.0,10.0,3,auto,poly,0.0001,0.3942179592483624,0.3622903019989632,577.4
5.0,10.0,3,auto,poly,0.001,0.3942136971350732,0.3623137219825979,590.2
